TownId,Town,County,Longitude,Latitude,Population,RegionId
town_wiskitki_zyrardowski,Wiskitki,żyrardowski,20.38,52.08,1347,masovia
town_gowarczow_konecki,Gowarczów,konecki,20.45,51.28,1343,swietokrzyskie
town_izbica_krasnostawski,Izbica,krasnostawski,23.17,50.90,1322,lublin
town_czemierniki_radzynski,Czemierniki,radzyński,22.63,51.68,1307,lublin
town_krynica_morska_nowodworski,Krynica Morska,nowodworski,19.43,54.37,1290,pomerania
town_jezow_brzezinski,Jeżów,brzeziński,19.97,51.80,1278,lodz
town_szlichtyngowa_wschowski,Szlichtyngowa,wschowski,16.25,51.72,1266,lubusz
town_skalbmierz_kazimierski,Skalbmierz,kazimierski,20.40,50.33,1263,lesser_poland
town_kleszczele_hajnowski,Kleszczele,hajnowski,23.33,52.58,1216,podlasie
town_nowe_warpno_policki,Nowe Warpno,policki,14.28,53.72,1178,west_pomerania
town_jawornik_polski_przeworski,Jawornik Polski,przeworski,22.28,49.90,1177,subcarpathia
town_pierzchnica_kielecki,Pierzchnica,kielecki,20.73,50.70,1160,swietokrzyskie
town_boleslawiec_wieruszowski,Bolesławiec,wieruszowski,18.20,51.20,1150,opole
town_przyrow_czestochowski,Przyrów,częstochowski,19.52,50.80,1144,silesia
town_bodzanow_plocki,Bodzanów,płocki,20.03,52.52,1135,masovia
town_pacanow_buski,Pacanów,buski,21.03,50.40,1132,swietokrzyskie
town_wlodowice_zawiercianski,Włodowice,zawierciański,19.45,50.55,1124,silesia
town_bobrowniki_lipnowski,Bobrowniki,lipnowski,18.97,52.77,1104,kujawy_pomerania
town_osieck_otwocki,Osieck,otwocki,21.43,51.97,1099,masovia
town_szydlow_staszowski,Szydłów,staszowski,21.00,50.60,1095,swietokrzyskie
town_wodzislaw_jedrzejowski,Wodzisław,jędrzejowski,20.18,50.52,1082,swietokrzyskie
town_miasteczko_krajenskie_pilski,Miasteczko Krajeńskie,pilski,17.00,53.08,1080,greater_poland
town_bogoria_staszowski,Bogoria,staszowski,21.25,50.65,1076,swietokrzyskie
town_zarnow_opoczynski,Żarnów,opoczyński,20.18,51.25,1074,swietokrzyskie
town_jastrzab_szydlowiecki,Jastrząb,szydłowiecki,20.95,51.23,1071,swietokrzyskie
town_bialaczow_opoczynski,Białaczów,opoczyński,20.30,51.30,1068,swietokrzyskie
town_czerwinsk_nad_wisla_plonski,Czerwińsk nad Wisłą,płoński,20.30,52.38,1010,masovia
town_grabow_leczycki,Grabów,łęczycki,19.02,52.12,1003,lodz
town_bircza_przemyski,Bircza,przemyski,22.47,49.70,987,subcarpathia
town_suraz_bialostocki,Suraż,białostocki,22.95,52.95,983,podlasie
town_odrzywol_przysuski,Odrzywół,przysuski,20.55,51.52,967,swietokrzyskie
town_magnuszew_kozienicki,Magnuszew,kozienicki,21.40,51.77,966,masovia
town_bolimow_skierniewicki,Bolimów,skierniewicki,20.17,52.08,964,masovia
town_solec_nad_wisla_lipski,Solec nad Wisłą,lipski,21.78,51.13,939,lublin
town_jadow_wolominski,Jadów,wołomiński,21.63,52.48,934,masovia
town_sienno_lipski,Sienno,lipski,21.48,51.10,928,swietokrzyskie
town_parzeczew_zgierski,Parzęczew,zgierski,19.20,51.95,919,lodz
town_goraj_bilgorajski,Goraj,biłgorajski,22.68,50.72,917,lublin
town_przytyk_radomski,Przytyk,radomski,20.92,51.47,907,swietokrzyskie
town_nowy_korczyn_buski,Nowy Korczyn,buski,20.82,50.32,904,swietokrzyskie
town_dzialoszyce_pinczowski,Działoszyce,pińczowski,20.35,50.37,902,lesser_poland
town_jozefow_nad_wisla_opolski,Józefów nad Wisłą,opolski,21.85,51.03,902,lublin
town_wysmierzyce_bialobrzeski,Wyśmierzyce,białobrzeski,20.80,51.63,896,masovia
town_brody_zarski,Brody,żarski,14.75,51.75,892,lubusz
town_turobin_bilgorajski,Turobin,biłgorajski,22.75,50.82,873,lublin
town_dubiecko_przemyski,Dubiecko,przemyski,22.40,49.83,866,subcarpathia
town_dabrowice_kutnowski,Dąbrowice,kutnowski,19.08,52.32,847,lodz
town_kiernozia_lowicki,Kiernozia,łowicki,19.87,52.27,831,lodz
town_inowlodz_tomaszowski,Inowłódz,tomaszowski,20.22,51.53,829,lodz
town_glowaczow_kozienicki,Głowaczów,kozienicki,21.33,51.63,825,masovia
town_ksiaz_wielki_miechowski,Książ Wielki,miechowski,20.13,50.45,817,lesser_poland
town_gielniow_przysuski,Gielniów,przysuski,20.47,51.40,779,swietokrzyskie
town_koszyce_proszowicki,Koszyce,proszowicki,20.57,50.18,775,lesser_poland
town_ciepielow_lipski,Ciepielów,lipski,21.58,51.25,738,lublin
town_wislica_buski,Wiślica,buski,20.68,50.35,506,swietokrzyskie
town_opatowiec_kazimierski,Opatowiec,kazimierski,20.72,50.25,336,lesser_poland
town_kurow_pulawski,Kurów,puławski,22.19,51.39,2617,lublin
town_konskowola_pulawski,Końskowola,puławski,22.05,51.41,2020,lublin
town_wawolnica_pulawski,Wąwolnica,puławski,22.15,51.29,975,lublin
town_kazanow_zwolenski,Kazanów,zwoleński,21.29,51.27,423,swietokrzyskie
town_kobylnica_slupski,Kobylnica,słupski,17.00,54.44,4767,pomerania
town_sobkow_jedrzejowski,Sobków,jędrzejowski,20.46,50.70,1038,swietokrzyskie
town_zaniemysl_sredzki,Zaniemyśl,średzki,17.16,52.16,2573,greater_poland
town_czudec_strzyzowski,Czudec,strzyżowski,21.83,49.95,2855,subcarpathia
town_zolynia_lancucki,Żołynia,łańcucki,22.31,50.16,4962,subcarpathia
town_wielopole_skrzynskie_ropczycko_sedziszowski,Wielopole Skrzyńskie,ropczycko-sędziszowski,21.62,49.95,2040,subcarpathia
town_gorzyce_tarnobrzeski,Gorzyce,tarnobrzeski,21.83,50.67,6050,subcarpathia
town_bakalarzewo_suwalski,Bakałarzewo,suwalski,22.65,54.09,915,podlasie
town_filipow_suwalski,Filipów,suwalski,22.62,54.18,1557,podlasie
town_mielnik_siemiatycki,Mielnik,siemiatycki,23.05,52.33,879,podlasie
town_kazimierz_biskupi_koninski,Kazimierz Biskupi,koniński,18.17,52.31,4419,kujawy_pomerania
town_kobyla_gora_ostrzeszowski,Kobyla Góra,ostrzeszowski,17.84,51.38,1889,lower_silesia
town_chocen_wloclawski,Choceń,włocławski,19.02,52.49,1874,kujawy_pomerania
town_milejow_leczycki,Milejów,łęczycki,22.92,51.23,661,lublin
town_rzekun_ostrolecki,Rzekuń,ostrołęcki,21.63,53.05,2585,masovia
town_malkinia_gorna_ostrowski,Małkinia Górna,ostrowski,22.05,52.69,4918,masovia
town_janow_podlaski_bialski,Janów Podlaski,bialski,23.21,52.20,2659,podlasie
town_starozreby_plocki,Staroźreby,płocki,19.99,52.63,2154,masovia
town_branice_glubczycki,Branice,głubczycki,17.79,50.05,1996,opole
town_stanislawow_minski,Stanisławów,miński,21.55,52.29,1770,masovia
town_janow_czestochowski,Janów,częstochowski,19.43,50.72,1000,silesia
